Site_N,Point,Year,Survey,Macaca_sur,TypeName_O.x,Distance_O,X_new.x,Y_new.x,Do.survey,TypeName
A12-01,7,2016,2,0,竹林,0,121.2407333,24.75262778,1,竹林
A12-01,8,2016,2,0,闊葉樹林型,10.86803973,121.2434694,24.75143056,1,純闊葉林
A12-01,9,2016,2,0,闊葉樹林型,15.49741228,121.239275,24.75134722,1,純闊葉林
A12-01,10,2016,2,0,闊葉樹林型,0,121.2388917,24.75271111,1,純闊葉林
A12-02,1,2016,2,0,闊葉樹林型,19.75033524,121.236025,24.681025,1,純闊葉林
A12-02,2,2016,2,0,闊葉樹林型,3.21644642,121.2372222,24.67944722,1,純闊葉林
A12-02,3,2016,2,0,闊葉樹林型,0,121.2361111,24.67749722,1,純闊葉林
A12-02,4,2016,2,0,竹闊混淆林,0,121.2355528,24.67499722,1,混淆林
A12-02,5,2016,2,0,竹闊混淆林,11.92897784,121.2338917,24.67361111,1,混淆林
A12-02,6,2016,2,0,竹林,13.30630188,121.2313861,24.67166389,1,竹林
A12-02,7,2016,2,0,針葉樹林型,0,121.2324972,24.66833056,1,純針葉林
A12-06,1,2016,2,0,闊葉樹林型,0,120.953048,24.534731,1,純闊葉林
A12-06,2,2016,2,1,闊葉樹林型,0,120.953797,24.537639,1,純闊葉林
A12-06,3,2016,2,0,針闊葉樹混淆,3.52450274,120.951951,24.539381,1,混淆林
A12-06,4,2016,2,0,闊葉樹林型,4.74400816,120.949571,24.541005,1,純闊葉林
A12-06,5,2016,2,0,針闊葉樹混淆,0,120.950676,24.542821,1,混淆林
A12-06,6,2016,2,0,針葉樹林型,0,120.947952,24.542765,1,純針葉林
A16-01,1,2016,2,0,闊葉樹林型,0,121.617318,24.156243,1,純闊葉林
A16-01,2,2016,2,0,闊葉樹林型,0,121.62175,24.159187,1,純闊葉林
A16-01,3,2016,2,0,闊葉樹林型,0,121.623562,24.157274,1,純闊葉林
A16-01,4,2016,2,0,闊葉樹林型,0.27312281,121.640677,24.150025,1,純闊葉林
A16-01,6,2016,2,1,闊葉樹林型,3.16000617,121.616938,24.159161,1,純闊葉林
A16-01,7,2016,2,1,闊葉樹林型,0,121.605077,24.158387,1,純闊葉林
A16-02,1,2016,2,0,闊葉樹林型,0,121.597346,24.171862,1,純闊葉林
A16-02,2,2016,2,0,闊葉樹林型,0,121.590094,24.170075,1,純闊葉林
A16-02,4,2016,2,0,闊葉樹林型,0,121.576458,24.171048,1,純闊葉林
A16-02,5,2016,2,0,闊葉樹林型,0,121.575278,24.169021,1,純闊葉林
A16-02,6,2016,2,0,闊葉樹林型,11.05694278,121.571207,24.171844,1,純闊葉林
A17-01,1,2016,2,0,闊葉樹林型,0,121.60339,24.069286,1,純闊葉林
A17-04,7,2016,2,0,闊葉樹林型,6.60672837,121.532495,23.901207,1,純闊葉林
A17-04,8,2016,2,0,闊葉樹林型,0.07389708,121.532937,23.898785,1,純闊葉林
A17-04,9,2016,2,0,闊葉樹林型,8.81120145,121.533584,23.896128,1,純闊葉林
A17-04,10,2016,2,0,闊葉樹林型,15.45974608,121.534912,23.891988,1,純闊葉林
A17-09,1,2016,2,0,闊葉樹林型,15.4843284,121.4729639,23.83731111,1,純闊葉林
A17-09,2,2016,2,0,闊葉樹林型,6.57466305,121.4711778,23.83863889,1,純闊葉林
A17-09,3,2016,2,0,闊葉樹林型,0,121.4693889,23.84004167,1,純闊葉林
A17-09,4,2016,2,0,闊葉樹林型,0,121.4676083,23.83801111,1,純闊葉林
A17-09,5,2016,2,0,闊葉樹林型,4.74398719,121.4666528,23.83475278,1,純闊葉林
A17-09,6,2016,2,0,闊葉樹林型,0,121.4653444,23.83641944,1,純闊葉林
A17-10,1,2016,2,0,闊葉樹林型,0,121.499381,23.866031,1,純闊葉林
A17-10,2,2016,2,0,闊葉樹林型,0,121.495461,23.86272,1,純闊葉林
A17-10,3,2016,2,0,闊葉樹林型,0,121.489248,23.860817,1,純闊葉林
A17-10,6,2016,2,0,闊葉樹林型,14.17105347,121.47772,23.849494,1,純闊葉林
A17-10,9,2016,2,0,闊葉樹林型,0,121.472586,23.84421,1,純闊葉林
A17-10,10,2016,2,0,闊葉樹林型,0,121.469033,23.841864,1,純闊葉林
A17-18,2,2016,2,0,闊葉樹林型,4.80893904,121.50691,23.92222,1,純闊葉林
A17-18,3,2016,2,0,闊葉樹林型,0,121.51002,23.92218,1,純闊葉林
A17-18,4,2016,2,0,闊葉樹林型,0,121.51361,23.92398,1,純闊葉林
A17-18,5,2016,2,0,闊葉樹林型,6.35123802,121.51257,23.93331,1,純闊葉林
A18-01,2,2016,2,0,闊葉樹林型,0,121.371958,23.714675,1,純闊葉林
A18-01,3,2016,2,0,闊葉樹林型,0,121.391111,23.711449,1,純闊葉林
A18-01,4,2016,2,0,闊葉樹林型,0.9948026,121.387837,23.71181,1,純闊葉林
A18-01,5,2016,2,0,闊葉樹林型,0,121.384702,23.712991,1,純闊葉林
A18-01,6,2016,2,1,闊葉樹林型,1.15732379,121.382764,23.710838,1,純闊葉林
A18-01,7,2016,2,0,闊葉樹林型,0,121.37997,23.711043,1,純闊葉林
A18-01,8,2016,2,0,闊葉樹林型,0,121.377885,23.712412,1,純闊葉林
A18-01,9,2016,2,0,闊葉樹林型,0,121.3763,23.713779,1,純闊葉林
A18-01,10,2016,2,0,闊葉樹林型,1.64960789,121.374202,23.71411,1,純闊葉林
A18-02,5,2016,2,0,闊葉樹林型,0,121.474358,23.691288,1,純闊葉林
A18-02,6,2016,2,0,闊葉樹林型,0,121.47346,23.68981,1,純闊葉林
A18-02,7,2016,2,0,闊葉樹林型,0,121.472383,23.687637,1,純闊葉林
A18-03,10,2016,2,0,竹闊混淆林,2.81221178,121.374157,23.608533,1,混淆林
A18-04,4,2016,2,0,闊葉樹林型,1.88984888,121.43767,23.75931,1,純闊葉林
A18-04,5,2016,2,0,闊葉樹林型,1.61926488,121.43485,23.7578,1,純闊葉林
A18-04,9,2016,2,0,闊葉樹林型,9.25196741,121.42315,23.75443,1,純闊葉林
A19-01,1,2016,2,0,闊葉樹林型,0,121.3535444,23.59145,1,純闊葉林
A19-01,2,2016,2,0,闊葉樹林型,0,121.3512278,23.590325,1,純闊葉林
A19-01,3,2016,2,1,闊葉樹林型,0,121.3500972,23.58855833,1,純闊葉林
A19-01,4,2016,2,0,闊葉樹林型,0,121.3478722,23.58836389,1,純闊葉林
A19-01,5,2016,2,1,闊葉樹林型,0,121.3452778,23.58882222,1,純闊葉林
A19-01,6,2016,2,0,闊葉樹林型,0,121.343025,23.58951389,1,純闊葉林
A19-02,1,2016,2,0,竹林,0,121.4029889,23.55439722,1,竹林
A19-02,3,2016,2,0,闊葉樹林型,12.39898527,121.3996444,23.55276111,1,純闊葉林
A19-02,4,2016,2,0,闊葉樹林型,0,121.3976111,23.55132222,1,純闊葉林
A19-02,5,2016,2,0,闊葉樹林型,0,121.3954194,23.55169722,1,純闊葉林
A19-02,6,2016,2,0,闊葉樹林型,0,121.3930111,23.55199167,1,純闊葉林
A19-02,7,2016,2,0,闊葉樹林型,7.22901472,121.3916111,23.55269167,1,純闊葉林
A19-03,1,2016,2,0,闊葉樹林型,1.29190584,121.4198222,23.49683889,1,純闊葉林
A19-03,2,2016,2,0,闊葉樹林型,0.61607757,121.4213333,23.49817222,1,純闊葉林
A19-03,3,2016,2,0,闊葉樹林型,2.34563646,121.4232306,23.49723611,1,純闊葉林
A19-03,4,2016,2,0,闊葉樹林型,0,121.4250472,23.49631944,1,純闊葉林
A19-03,5,2016,2,0,闊葉樹林型,0,121.4274917,23.49560833,1,純闊葉林
A19-03,6,2016,2,0,闊葉樹林型,3.54489199,121.4294639,23.49653333,1,純闊葉林
A19-03,7,2016,2,0,闊葉樹林型,0,121.4295611,23.49916944,1,純闊葉林
A19-03,8,2016,2,0,闊葉樹林型,0,121.4309,23.50115278,1,純闊葉林
A19-03,9,2016,2,0,闊葉樹林型,1.62416348,121.4325194,23.50271944,1,純闊葉林
A19-03,10,2016,2,1,闊葉樹林型,1.65128053,121.4342361,23.50377222,1,純闊葉林
A19-04,7,2016,2,1,闊葉樹林型,0,121.3438,23.48126,1,純闊葉林
A19-04,9,2016,2,0,闊葉樹林型,0,121.3416,23.48378,1,純闊葉林
A19-04,10,2016,2,0,闊葉樹林型,0,121.3404,23.48572,1,純闊葉林
A19-05,1,2016,2,0,闊葉樹林型,7.2774126,121.330517,23.383459,1,純闊葉林
A19-06,1,2016,2,0,闊葉樹林型,5.29610938,121.351493,23.350851,1,純闊葉林
A19-06,4,2016,2,0,闊葉樹林型,1.35094395,121.351037,23.348269,1,純闊葉林
A20-01,1,2016,2,0,闊葉樹林型,0,121.338581,23.296039,1,純闊葉林
A20-01,2,2016,2,0,闊葉樹林型,0,121.338071,23.29529,1,純闊葉林
A20-01,3,2016,2,0,針葉樹林型,9.73875993,121.335813,23.295431,1,純針葉林
A20-01,4,2016,2,0,針葉樹林型,3.61624152,121.336228,23.293073,1,純針葉林
A20-01,6,2016,2,0,闊葉樹林型,5.1050958,121.33543,23.290799,1,純闊葉林
A20-01,9,2016,2,0,闊葉樹林型,4.93038765,121.340312,23.284368,1,純闊葉林
A20-01,10,2016,2,0,闊葉樹林型,16.10896029,121.340913,23.282525,1,純闊葉林
A20-02,1,2016,2,0,闊葉樹林型,1.19934805,121.3623722,23.10632222,1,純闊葉林
A20-02,2,2016,2,0,闊葉樹林型,7.42573523,121.3604639,23.104675,1,純闊葉林
A20-02,4,2016,2,0,闊葉樹林型,0,121.3555083,23.105625,1,純闊葉林
A20-02,5,2016,2,0,闊葉樹林型,2.860878,121.3510056,23.10848889,1,純闊葉林
A20-02,7,2016,2,0,闊葉樹林型,0,121.35495,23.10841667,1,純闊葉林
A20-02,9,2016,2,0,闊葉樹林型,0.03158902,121.3622778,23.11026111,1,純闊葉林
A20-02,10,2016,2,0,闊葉樹林型,15.31369226,121.3657167,23.11565278,1,純闊葉林
A20-03,1,2016,2,0,闊葉樹林型,0.98431359,121.2295611,23.32658333,1,純闊葉林
A20-03,2,2016,2,0,闊葉樹林型,0,121.2276083,23.32735278,1,純闊葉林
A20-03,3,2016,2,0,闊葉樹林型,0,121.2258583,23.32842222,1,純闊葉林
A20-03,4,2016,2,0,闊葉樹林型,0,121.2245528,23.33145,1,純闊葉林
A20-03,5,2016,2,1,闊葉樹林型,0,121.2238417,23.33328333,1,純闊葉林
A20-03,6,2016,2,0,針闊葉樹混淆,0,121.2231333,23.33506389,1,混淆林
A20-03,7,2016,2,1,闊葉樹林型,0,121.2315778,23.32755556,1,純闊葉林
A20-03,8,2016,2,0,闊葉樹林型,0,121.2337889,23.3284,1,純闊葉林
A20-04,1,2016,2,0,闊葉樹林型,0,121.2219917,23.336825,1,純闊葉林
A20-04,2,2016,2,0,闊葉樹林型,0,121.2199278,23.33665833,1,純闊葉林
A20-04,3,2016,2,0,闊葉樹林型,0,121.2176222,23.33749167,1,純闊葉林
A20-04,4,2016,2,0,闊葉樹林型,0,121.2160083,23.33863056,1,純闊葉林
A20-04,5,2016,2,0,闊葉樹林型,0,121.2150333,23.34033889,1,純闊葉林
A20-04,6,2016,2,0,闊葉樹林型,0,121.2137056,23.34181111,1,純闊葉林
A20-04,7,2016,2,0,闊葉樹林型,0,121.2129361,23.34356389,1,純闊葉林
A20-04,8,2016,2,0,闊葉樹林型,0,121.2134861,23.34555,1,純闊葉林
A20-04,9,2016,2,0,針闊葉樹混淆,0,121.2116111,23.34625,1,混淆林
A20-04,10,2016,2,0,針闊葉樹混淆,0,121.2096639,23.34695556,1,混淆林
A20-05,1,2016,2,1,闊葉樹林型,0,121.1871028,23.35316944,1,純闊葉林
A20-05,2,2016,2,0,闊葉樹林型,0,121.1877528,23.35099167,1,純闊葉林
A20-05,3,2016,2,0,闊葉樹林型,0,121.1892083,23.34890556,1,純闊葉林
A20-05,4,2016,2,0,闊葉樹林型,0,121.1898306,23.34650278,1,純闊葉林
A20-05,5,2016,2,0,闊葉樹林型,0,121.1870417,23.34550278,1,純闊葉林
A20-05,6,2016,2,0,闊葉樹林型,0,121.1868222,23.34221667,1,純闊葉林
A20-05,7,2016,2,1,闊葉樹林型,0,121.1892167,23.34123056,1,純闊葉林
A20-05,8,2016,2,0,針闊葉樹混淆,0,121.1916694,23.33915833,1,混淆林
A20-05,9,2016,2,0,針闊葉樹混淆,0,121.1935639,23.33737778,1,混淆林
A20-05,10,2016,2,0,闊葉樹林型,0,121.1929917,23.334325,1,純闊葉林
A21-02,1,2016,2,0,竹闊混淆林,0,121.292925,23.03543333,1,混淆林
A21-02,2,2016,2,0,闊葉樹林型,0,121.2952528,23.03796667,1,純闊葉林
A21-02,3,2016,2,0,闊葉樹林型,8.26492334,121.2981306,23.04144722,1,純闊葉林
A21-02,4,2016,2,0,闊葉樹林型,1.10506385,121.3002333,23.04367222,1,純闊葉林
A21-02,5,2016,2,0,闊葉樹林型,0,121.3016139,23.03837222,1,純闊葉林
A21-02,6,2016,2,0,闊葉樹林型,6.85425019,121.3009972,23.04901667,1,純闊葉林
A21-02,7,2016,2,0,闊葉樹林型,0,121.2985778,23.03827778,1,純闊葉林
A22-01,2,2016,2,0,闊葉樹林型,0,121.17935,22.87243611,1,純闊葉林
A22-01,3,2016,2,0,闊葉樹林型,0,121.1773361,22.87379444,1,純闊葉林
A22-01,4,2016,2,0,闊葉樹林型,0,121.1770556,22.87566389,1,純闊葉林
A22-01,5,2016,2,0,闊葉樹林型,0,121.1768472,22.88080278,1,純闊葉林
A22-01,6,2016,2,0,闊葉樹林型,0,121.1809194,22.886775,1,純闊葉林
A22-07,5,2016,2,0,竹闊混淆林,0,121.1148833,22.82645,1,混淆林
A22-08,3,2016,2,0,闊葉樹林型,1.52049058,121.1005167,22.81683333,1,純闊葉林
A22-08,6,2016,2,0,闊葉樹林型,0.27999005,121.0959167,22.82113333,1,純闊葉林
A22-08,7,2016,2,0,闊葉樹林型,9.6094961,121.0924,22.82031667,1,純闊葉林
A22-08,8,2016,2,0,針闊葉樹混淆,4.73573356,121.0919167,22.81515,1,混淆林
A24-01,2,2016,2,0,闊葉樹林型,1.25045564,120.9341167,22.52845,1,純闊葉林
A24-01,3,2016,2,0,闊葉樹林型,0,120.9317556,22.52735556,1,純闊葉林
A24-01,5,2016,2,0,闊葉樹林型,16.96938783,120.9275083,22.52813056,1,純闊葉林
A24-01,6,2016,2,0,闊葉樹林型,11.34117344,120.9264889,22.52573611,1,純闊葉林
A24-01,7,2016,2,0,闊葉樹林型,2.1457532,120.9236,22.52509444,1,純闊葉林
A24-01,8,2016,2,0,闊葉樹林型,0,120.9205889,22.52284444,1,純闊葉林
A24-01,9,2016,2,0,闊葉樹林型,2.07986812,120.9197722,22.52080278,1,純闊葉林
A24-01,10,2016,2,0,闊葉樹林型,13.9079461,120.9179472,22.51935833,1,純闊葉林
A24-02,1,2016,2,0,闊葉樹林型,8.84040597,120.8841528,22.45306389,1,純闊葉林
A24-02,2,2016,2,0,闊葉樹林型,8.28419544,120.8815722,22.45095,1,純闊葉林
A24-02,3,2016,2,0,闊葉樹林型,2.09003169,120.8792778,22.44891667,1,純闊葉林
A24-02,4,2016,2,0,闊葉樹林型,4.94187365,120.8764583,22.443675,1,純闊葉林
A24-02,5,2016,2,0,針闊葉樹混淆,6.72869215,120.8747222,22.44375,1,混淆林
A24-02,6,2016,2,0,闊葉樹林型,0,120.87515,22.43995278,1,純闊葉林
A24-02,7,2016,2,0,闊葉樹林型,3.38977858,120.8755833,22.43777778,1,純闊葉林
A24-02,8,2016,2,0,闊葉樹林型,0,120.8779389,22.43608056,1,純闊葉林
A24-02,9,2016,2,0,闊葉樹林型,0,120.8789333,22.434175,1,純闊葉林
A25-01,1,2016,2,0,闊葉樹林型,0,120.9191389,22.44650556,1,純闊葉林
A25-01,2,2016,2,0,闊葉樹林型,0,120.9172139,22.44590556,1,純闊葉林
A25-01,3,2016,2,0,闊葉樹林型,0,120.9172361,22.44394444,1,純闊葉林
A25-01,4,2016,2,0,闊葉樹林型,0,120.9170861,22.441975,1,純闊葉林
A25-01,5,2016,2,0,闊葉樹林型,0,120.9159833,22.44047778,1,純闊葉林
A25-01,6,2016,2,0,闊葉樹林型,0.58325503,120.9197917,22.44881111,1,純闊葉林
A25-01,7,2016,2,0,闊葉樹林型,0.16088098,120.9211278,22.45047222,1,純闊葉林
A25-01,8,2016,2,0,闊葉樹林型,0.87510933,120.9226,22.45238611,1,純闊葉林
A26-01,1,2016,2,0,闊葉樹林型,0,120.843025,22.01705833,1,純闊葉林
A26-01,2,2016,2,0,闊葉樹林型,4.22043728,120.8489306,22.02035,1,純闊葉林
A26-01,3,2016,2,0,竹闊混淆林,0.35004997,120.8532389,22.02177222,1,混淆林
A26-01,4,2016,2,0,闊葉樹林型,1.52354048,120.8556222,22.02270556,1,純闊葉林
A26-01,5,2016,2,0,闊葉樹林型,0,120.8558111,22.02573056,1,純闊葉林
A26-01,6,2016,2,1,闊葉樹林型,0,120.8471333,22.02556944,1,純闊葉林
A26-01,7,2016,2,0,闊葉樹林型,1.57809141,120.8442389,22.02213333,1,純闊葉林
A26-02,1,2016,2,0,闊葉樹林型,17.23302809,120.8460278,21.98898056,1,純闊葉林
A26-02,3,2016,2,0,闊葉樹林型,2.02305811,120.8406861,21.98686111,1,純闊葉林
A26-03,1,2016,2,0,闊葉樹林型,11.26253787,120.8022056,21.98324167,1,純闊葉林
A26-03,2,2016,2,0,竹林,0,120.8044889,21.98546667,1,竹林
A26-03,3,2016,2,0,闊葉樹林型,0,120.8030417,21.98904167,1,純闊葉林
A26-03,4,2016,2,0,闊葉樹林型,0,120.8056889,21.99334444,1,純闊葉林
A26-03,5,2016,2,0,闊葉樹林型,0,120.806075,22.00133889,1,純闊葉林
A26-03,6,2016,2,0,闊葉樹林型,5.32018524,120.8074167,22.00421111,1,純闊葉林
A26-04,1,2016,2,0,闊葉樹林型,0,120.8246778,21.96288333,1,純闊葉林
A26-04,2,2016,2,0,闊葉樹林型,0,120.8224083,21.95935,1,純闊葉林
A26-04,3,2016,2,0,闊葉樹林型,18.36435131,120.8185472,21.95603889,1,純闊葉林
A26-04,4,2016,2,0,闊葉樹林型,0,120.8221,21.95655,1,純闊葉林
A26-04,5,2016,2,0,闊葉樹林型,0,120.8256083,21.95391667,1,純闊葉林
A26-04,6,2016,2,1,闊葉樹林型,0,120.8231611,21.95323611,1,純闊葉林
A27-03,1,2016,2,0,闊葉樹林型,15.15721429,120.304592,23.939832,1,純闊葉林
A27-03,2,2016,2,0,闊葉樹林型,0,120.305866,23.938591,1,純闊葉林
A27-03,3,2016,2,0,闊葉樹林型,0,120.307852,23.938221,1,純闊葉林
A27-03,4,2016,2,0,闊葉樹林型,0,120.309819,23.937824,1,純闊葉林
A27-03,5,2016,2,0,闊葉樹林型,0,120.311805,23.937516,1,純闊葉林
A27-03,6,2016,2,0,闊葉樹林型,3.11154536,120.313859,23.937273,1,純闊葉林
A27-03,7,2016,2,0,闊葉樹林型,0,120.315924,23.936939,1,純闊葉林
A27-03,8,2016,2,0,闊葉樹林型,7.6738169,120.318156,23.936633,1,純闊葉林
A27-05,1,2016,2,0,闊葉樹林型,0,120.561383,24.048944,1,純闊葉林
A27-05,2,2016,2,0,闊葉樹林型,9.19251517,120.561651,24.042552,1,純闊葉林
A27-05,3,2016,2,0,闊葉樹林型,6.22588459,120.564468,24.04117,1,純闊葉林
A27-05,4,2016,2,0,闊葉樹林型,0,120.56957,24.041319,1,純闊葉林
A27-05,5,2016,2,0,闊葉樹林型,0,120.568088,24.046326,1,純闊葉林
A27-05,6,2016,2,0,闊葉樹林型,3.37915397,120.567054,24.04375,1,純闊葉林
A27-05,7,2016,2,0,竹闊混淆林,2.46558111,120.562707,24.044397,1,混淆林
A27-06,1,2016,2,0,竹闊混淆林,0,120.5689306,24.05872222,1,混淆林
A27-06,2,2016,2,0,闊葉樹林型,0,120.5673611,24.05968056,1,純闊葉林
A27-06,3,2016,2,0,闊葉樹林型,0,120.5670083,24.06163889,1,純闊葉林
A27-06,4,2016,2,0,闊葉樹林型,0,120.5651167,24.06235556,1,純闊葉林
A27-06,5,2016,2,0,闊葉樹林型,0,120.5651333,24.06078889,1,純闊葉林
A27-06,6,2016,2,0,闊葉樹林型,0,120.5629194,24.06127222,1,純闊葉林
A27-07,2,2016,2,0,竹林,8.84198191,120.812612,24.631556,1,竹林
A27-07,4,2016,2,0,竹林,17.24197547,120.807871,24.631315,1,竹林
A27-07,5,2016,2,0,闊葉樹林型,6.2089262,120.806254,24.629191,1,純闊葉林
A27-07,6,2016,2,0,闊葉樹林型,1.88209458,120.806376,24.626998,1,純闊葉林
A27-10,1,2016,2,0,闊葉樹林型,0,120.858002,24.567871,1,純闊葉林
A27-10,2,2016,2,0,竹闊混淆林,18.02824738,120.860023,24.570292,1,混淆林
A27-10,3,2016,2,0,竹闊混淆林,10.77919809,120.861926,24.571955,1,混淆林
A27-10,4,2016,2,0,竹林,11.35706688,120.864366,24.570856,1,竹林
A27-10,5,2016,2,0,竹林,6.07672782,120.86718,24.570524,1,竹林
A27-10,6,2016,2,0,闊葉樹林型,8.99075268,120.869068,24.568413,1,純闊葉林
A27-12,2,2016,2,0,闊葉樹林型,0,120.834065,24.535243,1,純闊葉林
A27-12,6,2016,2,0,竹闊混淆林,0,120.841621,24.530782,1,混淆林
A27-12,7,2016,2,0,竹闊混淆林,1.43698578,120.844323,24.532365,1,混淆林
A27-24,8,2016,2,0,闊葉樹林型,6.46819525,120.3708944,23.89570833,1,純闊葉林
A27-25,1,2016,2,0,針葉樹林型,7.31613888,120.4572806,23.84502222,1,純針葉林
A27-25,2,2016,2,0,闊葉樹林型,16.95793128,120.4578556,23.84105278,1,純闊葉林
A27-27,6,2016,2,0,闊葉樹林型,17.97018375,120.3229639,23.80166111,1,純闊葉林
A27-29,7,2016,2,0,闊葉樹林型,6.21814052,120.3545944,23.76396389,1,純闊葉林
A27-33,5,2016,2,0,闊葉樹林型,6.81763421,120.383438,23.624078,1,純闊葉林
A27-40,9,2016,2,0,闊葉樹林型,11.28617202,120.825358,24.593307,1,純闊葉林
A27-41,4,2016,2,0,闊葉樹林型,17.27595217,120.818195,24.582356,1,純闊葉林
A28-04,1,2016,2,0,闊葉樹林型,0,120.735062,24.359154,1,純闊葉林
A28-04,2,2016,2,0,闊葉樹林型,0,120.733187,24.36018,1,純闊葉林
A28-04,3,2016,2,0,闊葉樹林型,0,120.731263,24.360809,1,純闊葉林
A28-04,4,2016,2,0,闊葉樹林型,0,120.730934,24.362551,1,純闊葉林
A28-04,5,2016,2,0,闊葉樹林型,0,120.729344,24.364047,1,純闊葉林
A28-04,6,2016,2,0,闊葉樹林型,0,120.729626,24.366115,1,純闊葉林
A28-06,2,2016,2,0,針葉樹林型,7.18341111,120.9290833,24.30563611,1,純針葉林
A28-06,3,2016,2,0,闊葉樹林型,0,120.9319694,24.30730833,1,純闊葉林
A28-06,4,2016,2,0,闊葉樹林型,0,120.9306417,24.304275,1,純闊葉林
A28-06,5,2016,2,0,竹闊混淆林,0,120.9274694,24.30372222,1,混淆林
A28-06,6,2016,2,0,闊葉樹林型,6.43405706,120.9319139,24.302775,1,純闊葉林
A28-06,7,2016,2,0,竹林,0,120.9326417,24.30424722,1,竹林
A28-06,10,2016,2,0,闊葉樹林型,0,120.9346417,24.30228056,1,純闊葉林
A28-08,1,2016,2,0,闊葉樹林型,0.33821799,120.911072,24.589698,1,純闊葉林
A28-08,2,2016,2,0,闊葉樹林型,8.20504177,120.913976,24.588084,1,純闊葉林
A28-08,3,2016,2,0,闊葉樹林型,0,120.916534,24.587336,1,純闊葉林
A28-08,4,2016,2,0,闊葉樹林型,0,120.919407,24.58741,1,純闊葉林
A28-08,7,2016,2,0,闊葉樹林型,0.24737643,120.925579,24.587269,1,純闊葉林
A28-09,1,2016,2,0,竹闊混淆林,0,120.941401,24.578436,1,混淆林
A28-09,2,2016,2,0,針闊葉樹混淆,9.54470277,120.939988,24.580043,1,混淆林
A28-09,3,2016,2,0,闊葉樹林型,0,120.937895,24.579645,1,純闊葉林
A28-09,5,2016,2,0,竹闊混淆林,0,120.934241,24.581693,1,混淆林
A28-09,6,2016,2,0,竹闊混淆林,0,120.932404,24.58255,1,混淆林
A28-10,1,2016,2,0,闊葉樹林型,0,120.908409,24.58464,1,純闊葉林
A28-10,2,2016,2,0,闊葉樹林型,0,120.910908,24.583396,1,純闊葉林
A28-10,3,2016,2,0,闊葉樹林型,0,120.912656,24.581898,1,純闊葉林
A28-10,4,2016,2,0,闊葉樹林型,0,120.914248,24.579127,1,純闊葉林
A28-10,5,2016,2,0,闊葉樹林型,0,120.916944,24.578289,1,純闊葉林
A28-10,6,2016,2,0,闊葉樹林型,0,120.919214,24.579175,1,純闊葉林
A28-10,7,2016,2,0,闊葉樹林型,0,120.92117,24.578002,1,純闊葉林
A28-14,2,2016,2,0,竹闊混淆林,5.36438253,120.8566667,24.19444444,1,混淆林
A28-14,3,2016,2,0,竹林,0,120.8555528,24.19555278,1,竹林
A28-14,5,2016,2,0,闊葉樹林型,0,120.8566611,24.19805556,1,純闊葉林
A28-14,6,2016,2,0,闊葉樹林型,0,120.8580583,24.19166389,1,純闊葉林
A28-14,7,2016,2,0,闊葉樹林型,0,120.8594472,24.19111389,1,純闊葉林
A28-14,9,2016,2,0,闊葉樹林型,12.29767398,120.8625,24.18971667,1,純闊葉林
A28-14,10,2016,2,0,闊葉樹林型,1.58765488,120.8641611,24.18971944,1,純闊葉林
A28-15,2,2016,2,0,闊葉樹林型,0,120.842527,24.492437,1,純闊葉林
A28-15,3,2016,2,0,闊葉樹林型,0,120.843309,24.490488,1,純闊葉林
A28-15,4,2016,2,0,竹林,2.32577951,120.846242,24.488468,1,竹林
A28-15,5,2016,2,0,闊葉樹林型,0,120.847822,24.48744,1,純闊葉林
A28-15,6,2016,2,0,闊葉樹林型,11.48507775,120.85029,24.486143,1,純闊葉林
A28-16,1,2016,2,0,闊葉樹林型,0.10072871,120.923798,24.544344,1,純闊葉林
A28-16,2,2016,2,0,竹林,12.27786975,120.924796,24.542385,1,竹林
A28-16,3,2016,2,0,竹林,3.39688368,120.926643,24.540355,1,竹林
A28-16,6,2016,2,0,針葉樹林型,5.10567026,120.933355,24.539085,1,純針葉林
A29-01,1,2016,2,0,闊葉樹林型,0.56768199,120.9496694,24.068625,1,純闊葉林
A29-01,2,2016,2,0,闊葉樹林型,0,120.9487833,24.07123333,1,純闊葉林
A29-01,3,2016,2,0,闊葉樹林型,3.05592877,120.9460778,24.07057778,1,純闊葉林
A29-01,4,2016,2,0,闊葉樹林型,4.88894538,120.9458528,24.06772222,1,純闊葉林
A29-01,5,2016,2,0,闊葉樹林型,6.93925374,120.9446639,24.07011111,1,純闊葉林
A29-01,6,2016,2,0,闊葉樹林型,2.100235,120.9428028,24.07213333,1,純闊葉林
A29-01,7,2016,2,0,闊葉樹林型,0,120.9408944,24.07346111,1,純闊葉林
A29-02,1,2016,2,0,闊葉樹林型,9.93528515,120.7711667,24.09558611,1,純闊葉林
A29-02,2,2016,2,0,闊葉樹林型,8.88219261,120.7790278,24.09219444,1,純闊葉林
A29-02,3,2016,2,0,闊葉樹林型,0,120.7815556,24.09236111,1,純闊葉林
A29-02,4,2016,2,0,闊葉樹林型,1.57666411,120.7839444,24.08894444,1,純闊葉林
A29-02,5,2016,2,0,闊葉樹林型,0.16381454,120.7868056,24.08805556,1,純闊葉林
A29-02,6,2016,2,0,闊葉樹林型,0,120.7861944,24.08672222,1,純闊葉林
A29-02,7,2016,2,0,闊葉樹林型,0,120.7903889,24.11577778,1,純闊葉林
A29-03,2,2016,2,0,闊葉樹林型,9.1512041,120.842567,24.060065,1,純闊葉林
